LetterID,Date,MaintCrew,ProdShift,STARTAuditCount,Attachments,Safety,TopXActions,Joining,Dimensional,Training,Recognition,EquipRepairs,DoorRepairs,FollowUp,Environmental
998,8/2/2019,C,,0,;7B10R01.pdf;;top10m.pdf;top10s.pdf;,No Issues,"\n#1, #2, #3, #4 subs.  See 4D.  Smashed DCIO1 cable on robot 7B10R01","Nights ? Sidorowicz ? C-Crew - 8-2-19
 
8Y-010-05 (GUN 2) ? Step 7 max depth exceeded ? Had TM?s clean out the head of the gun and inspect the bit. Continued to fault, McClure went in on break and touched up any spot locations that were off. Continued to fault. McClure loaded an older screw program backup that he knew used to run good, still continued getting step 7 max depth exceeded. Worked on gun 2 between shifts, ran 5 units and nothing seemed to make it better. Gun 1 currently running great. Follow up on Gun 2.
 
6X-20-04 ? Rivet not trapped ? TM cleaned out feeder stick, issue went away. 
 
Subs
 
8G-430-01 ? Head too low ? Had joining inspector measure rivets that were getting head too low faults, rivets measured within tolerance. EL adjusted rivmon end distance so that the curves were nominal. Faults cleared up.
 
9A-40-01 ? Step 4 faults ? Had TM go through the head of the gun, no issues found. Most of downtime was due to EL being tied up at B-Pillar breakdown.
 
TM?s worked on floor pan tape cutters for Joe Jackey, date stamps, hemmers, and rebuilds between shifts",,,,"Operator display #2 failed on sta 70 framer 1.  S070OD2.  We replaced it with a new one from stores.   Getting the program into it did not go smoothly.  Had to load the file to a USB drive and load it at the panel view.  It will not retain the program if you cycle power to it.    We had to set up a password in the panel view, it is Ford123!   And answer to security question is FordKTP.\nReplaced Leoni package on right body sides 7K50R06 
 
We removed the toggle bit from the logic for the S20R01 pallet to skid robot.  Robot logic ran as designed.  It did not pick when blocked or starved for skids.\nParts:",Replaced broken chain on the dock lock for door 113,,
999,8/2/2019,D,,0,;5J Closures Liftgate Build S-A.pdf;;mainline.pdf;Subs.pdf;,No Issues,\n,"6X-090-02: Broken Tox Die, Replaced die.
 
9A-020-01: Slug check station advance fault. Adjusted the prox and adjusted the air pressure. Then returned the prox to its original position.  At startup tool check NOK failed.  The head assembly, punch, and die was changed.  The pressure is still 0.02 so the toolcheck pressure was changed to 0.0 to run units.  Will need followup.
 
9A-040-01: Screw faults, Step 7 faults Toolmakers to PM between shifts.
 
7G-070L-01: Gun # 2: Screw faults several step 7 faults, Toolmakers to PM between shifts.
 
8Y-010-05 Gun # 2: Between shifts Toolmakers to open the float do to the step 7 faults.
 
6X-080-03: Changed Die PM to 50K.",,,"Recognized Dave Cox for 25 years of service. 
 
We should recognize Niel Hack for helping get Lift Gate repaired this morning.  He went above and beyond.","-Rodriguez
 
5J Closures Liftgate Build S/A - See 4D
 
Applenut Fixture - one of the nut runners for the right hinge had a damaged shaft.  TM's went to put a new one on but the splined collar sleave would not allow for the nut runner to orient correctly.  It was close but was causing more downtime trying to situate.  After mounting it the shaft was not true to the holes so it wasn't quite driving the screw into the tail gate.  TM's continued to work on between units.  The original nut runner was taken back to air tool repair, and brought back to put on shortly after.\n\nParts:",,,
1000,8/3/2019,,,0,;;;Top Ten Main 8-3-19.pdf;top10s.pdf;7K10.jpg;rollerguide.jpg;S17.jpg,No Issues,\n,"Nights - Sidorowicz - 8-3-19
 
6X-90-02 ? Tool check NOK ? Went in cell on first break, checked all fittings, along with air hoses and electrical connections. TM?s replaced the O-ring inside the head of the tool. Continued to not get any pressure feedback on the tox HMI. Between shifts EL?s used multi meter to narrow down the issue. Everything checked out OK, other than the controller not sending out the output to fire the solenoid when it received the input. EL came up with the idea to cycle power on the controller randomly. Cycled power, attempted to tool check, HMI read 1.47 bar feedback during tool check as it should. Tool check minimum pressure has been raised back to 1.0 bar. Ran 8 units after we cycled power to make sure everything functioned properly ? Monitor
 
6X-20-02 ? Cube A run time ? Cube ran empty. Had team leader fill up hopper.
 
8Y-10-05 ? Is still running on gun 1, had one fault today
 
Subs
 
5B-005-01 ? Feed Fault ? TM?s swapped GBSD. No faults the rest of the night
 
7G-70L-01 ? Step 15 fault ? EL noticed the head of the screw was getting tore up. TM?s replaced burned up weber bit.
 
9A-20-01 - Sending 100% suspect parts for slug check nok, when all slugs were removed and parts were actually GOOD. TM and EL worked on it during lunch. Issue is now fixed, and the inspector is happy.
 
TM?s helped work on 6X-90-02, date stamps, hemmers, and rebuilds between shifts.",,,,"\nInstalled guard post to replace damaged hand rail at S17.  See picture.  If possible can we get it painted this weekend?   
 
Installed guide roller on lift table #5 in the pallet farm.  Verified the roller operation with a unit transferring to the table from the cross belt and transferring to the table from high lift #2.  
 
Millwrights fabricated and installed hooks inside sta 7K10 left and right body sides to hold parts for the operator to save steps.  Parts have been cycled thru both stations and verified no interference.  \nParts:",,,
1002,8/3/2019,D,,0,;;;;;,No Issues,\n,"8Y-010-05 Gun # 2: Screw fault, At first break the toolmakers pulled Gun # 2 and swapped it with a rebuilt gun in the tool shop.  The replacement gun was put at lunch.  Electrician stepped through SWB and it faulted on the first point for Spindle not retracted.  It also faulted on both water falls on SWB and LWB.  Shifted the positions -Z 4.00 mm.  SWB is good and the last LWB ran with no faults.  Ran out of LWB units.
 
Toolmakers to work on PM's between shifts.",,,,"-Rodriguez
 
5G1 - Hood Hinge - A style change was activated while parts of the old model remained in the line.  Forced the model change by cross referencing from the tool changer routine and changing the model active from a value of 1 to 2.  After this the cell did the style swap and put the tools in the correct orientation.
 \nMillwrights completed installing shock absorbers on Door Hang Stations.  Left and Righthand Rear.  Left and Righthand Front.  There was no work order for the Lefthand Front but we did it anyway.\nParts:",,,
1003,8/4/2019,C,,0,;;;;;,No Issues,\n,,,,,"\nInstalled manual brake release on standby motor for C50VDL1 and verified operation.  
Installed air eye fan on closures 1 left door hinge build up sta 65L.
Modified hand rail in the mezz between CC36 and CC37 to allow better access to replace Philadelphia gearbox on roller flight #19. 
Covered the ventilated buss in area of Philadelphia gearbox with arc flash blankets in preparation to replace gearbox on roller flight #19.
Removed damaged cable from hose package on B pillar inner robot 7B10R-1 and installed new cable in the hose package and correctly labeled all cables.
Tracked cross belts on the input side of the pallet farm and installed new belt guides on cross belt #4.
Completed MW weekend PM?s, completed weekly electrician and pipefitter PM?s.  
 
Did not replace old shafts with new drilled shafts on C06 shuttle table 10 because we could not locate the new shafts.    
 \nParts:",Door Repairs:,,
1004,8/4/2019,D,,0,;;;;;Joining Quality Review 08-04-2019.doc,No Issues,\n,"8X-030-1, 2, 3, 4 have been changed over to the New Purple Adhesive 576-A1.  Robots 1 and 3 the new adhesive has been purged out to the nozzle.  Robots 2 and 4 has been purged at the pump but not out to the nozzle.  Ran 2 units with new Adhesive beads looked GOOD.
 
Toolmakers worked on Swaps and PM's
 
8-4-2019 Weekly Joining report is started if there is any updates after Sunday  C-Crew nights production. See attachment. 
 
All PM'S Completed Date Stamps and Hemmers cleaned.
 
SWAPS:
 
5B-030-05: Punch
5C-050-03: Setter
6X-020-04: Die
6X-020-05: Die
6X-040-04: Die
6X-160-01: Die
6X-160-06: Die
6X-180-06: GBSD
6X-190-05: Die
6Y-100-06: GBSD
7K-020L-03: GBSD
7X-020L-04: GBSD
8A-140-01 G1: Die
8A-140-01: GBSD
8G-400-02: GBSD
8X-090-01: Setter first unit 5403.
8X-090-05: GBSD
8X-100-05: GBSD
8Y-010-04: Die",,,,"\nMillwrights completed PM's.
 
Millwrights completed reanchoring gurd rail at Z14, also put down box tubing.  Repaired guard post on V-Aisle at the battery chargers.
 
Pipefitters completed greasing 11 robots on Framer 3 station 160 and station 170.
 
Carpenters replaced flooring at Q18, installed privacy partition in the Men's room at DD39, also completed painting in several areas.
 
Added turntable and sequence screen to liftgate PV2 so it has all the same functions as PV1
 
Per PM checked cable conditions and tightness on body side tool changers
 
7L-50R-6 had never counted rivet usage properly.  Fixed the logic to make it do so
 
Put scab ethernet cable into the Leoni pack at 5B-40-3
 
Greased all robots in 6X-160 and 6X-170
 
 
 \nParts:",,CAL2 VOW cell is in bypass.  Don Skaggs tells me that the Perceptron E-Bridge is bad per Perceptron remote diagnosis.  Nobody from the dimensional crew here today to verify that.  Will follow up on Monday morning.,
1005,8/5/2019,A,C,0,;;;top10m.pdf;top10s.pdf;Lt5.MOV,No Issues,\n#3 Subs - 9B-245-R01 - Nut PP still made - replaced the splitter between shifts due to it being damaged and added some logic to try to eliminate a race condition.,"Snyder ? A-Crew ? 8/5/19
#2 ? 6X-20-04 ? Rivet not trapped ? 2x for 27min ? First time TMs cleared multiple rivets from head. Second time we called and waited on PF to assist in changing feedstick.
 
#4 ? 8Y-10-06 ? FDS ? 6x for 18min ? Found jaw busted on gun 2. Swapped to gun 1 to run shift. TMs replaced head between shifts on gun 2.
 
6X-80-03 ? Broken die ? Broke another die. This one only had 15k on it. Rotations 5449-5569 needed to be repaired. Second failure in a week. I kept the die and sent photos to Henrob. Used the last in the shop. Ordered 10 from stores that were on hand.
 
#4 ? 9A-10-01 ? Nose switch fault ? 1x for 40min ? Nose switch stuck. Replaced GBSD.",,,,\n\nParts:,,"Does anyone know who is working on the new shafts with a grease fitting for the aisle crossing shuttle carts and if they are done?
 ",
1006,8/5/2019,B,A,0,;;;Main Top 10.pdf;Subs Top 10.pdf;,No Issues,"\nB2R1 CT17 jammed - broken connector
 
S190DEDV7 comm faulted - cycled power on the drive and switched the connection to an unused port on the Ntron switch.  MONITOR
 
Various fender cell faults related to 103L shot pin were likely due to a metal issue.  No corrective action taken and the issue went away.  MONITOR","Semelroth-
7B10-1W: nuts jamming at escapement and in feeder, several stops this morning. Aligned trap doors on escapement at press, replaced brass pieces in escapement in feeder and finally the short tube in the feeder. 
 
5J200-2: Hem adhesive path adjusted to control excessive squeeze out currently being contained on metal. Got it down to a manageable level from what can only be described as a paint ball blast coming out of the round hole on the right hand side of the lift gate in the middle at the overlap line.
 
5C210-1: Adjusted hem adhesive path to contain excessive squeeze out on the RH SWB Ford rear door at the back of the door running from the top of the door to the bottom of the window opening.
 
7K40R-2: Screws hanging in head assembly. Swapped gun
 
Between shifts: 
 
7G50R-1: Weber gun PM. Swapped from 1 to 2
 
7G70R-1: Weber gun PM. Swapped from 1 to 2
 
7G70R-2: Weber gun PM. Swapped from 1 to 2
 
7G50L-1: Weber gun PM. Swapped from 1 to 2
 
7G70L-2: Weber gun PM. Swapped from 1 to 2
 
7K40R-2: Swapped head assembly, cleaned and lubed. Swapped back to gun 2. 
 
Hemmers and date stamps. 
 
 ",,,,"7L-20R-8 patch sealer was getting heat/cool faults.  Replaced whip hose
 \nCarpenters repaired flooring at CC26.6.\nParts:",98A - Repaired lock.,,
1007,8/6/2019,A,C,0,;;;Main Top 10.pdf;Sub Top 10.pdf;,No Issues,"\nSubs #1 & #2 ? Moon Roof Rack LWB PP still made ? LWB racks were loaded into the cell before it was switched over to LWB model. This prevents the cell from being able to switch over. There is a toggle bit _TempStd.Bool16 which can bypass the PP?s being made for one cycle to allow the model switch.
 
Subs #3 ? 9B-245-R01 ? Nut Present Still Made ? Electrician noted that every time he had a hang up in the bowl feeder that fault would occur. Had the TM?s clean out the bowl feeder between shifts.","Snyder ? A-Crew ? 8/6/19
#6 ? 6X-180-06 ? Head too low ? 2x for 20min ? Die broke in half. TMs came and replaced die. Faulted immediately. Only one unit needed repair.
 
8Y-20-01 ? Feed fault ? 4x for 8min ? EL tried limping but after a few tries it continued to fault. TMs and PFs came to change GBSD.
 
7K-40-R02 ? FDS Step 7 min depth not reached ? 2x for 8min ? Faulting on programs 15 and 21. Depth set at -22.3 and its faulting at -23mm. Touched up both SWB and LWB. They were not centered in clearance hole. Ran both models successfully after touch up. If issue continues we can open that step 7 depth a little.
 
6X-20-03 ? Dock gate not closed ? 1x for 10min ? Rivet jammed in dock gate. Had to manually drive robot down away from dock to clear obstruction. Taught back to dock and it ran.
 
9B-245-01 ? Nut PP still made ? 20x for 44min ? Nut sticking. TMs PM feeder and track between shifts.
 
All Webers back on gun #2?.for now.",,,Tonight I would like to recognize Ken Satterwhite. Not only has Ken selflessly volunteered himself to take on the task of covering Bill Collins but he also cleaned his desk/cubicle. This transformation is something you must see to appreciate. His efforts will go a long way in beautifying the LUV body offices. I speak on behalf of all of us...we appreciate you Ken.,"\nElectricians replaced LED high bay light at T24.
 
Throttle logic on LT07 going into metal finish was turned down to 31.6. There was an issue tonight not sure how but productive time in the PLC was 20 minutes greater that what it should have been. Tried to correct by manually reducing time but was not able to reduce all of it.\nParts:",,,
1008,8/6/2019,B,A,0,;;;mainline.pdf;Subs.pdf;,No Issues,\n6X-20-2 Tool IO Node Mismatch - tried replacing the DeviceNet and aux power cables from jt3 to the gun but no luck.  Henrob suggested swapping the magazine which includes the prewired IO block.  Swapped after production,"Semelroth-
6X60R-2: BT2 faults. Sent toolmakers to breakdown then showed up there myself 20 minutes later not realizing it had progressed in this direction. Found cube for 6X60-4 disassembled and then identified we needed to move over to the correct cube. Found screw catching right at quick connect on robot side of toolchanger. Swapped over to the back up tube but it seems to be clogged so we went back to the primary and trimmed a small section off the end and it's currently running fine. Follow up required this weekend to replace both feed tubes. 
 
6X80-3: Henrob engineers came by today to help with the die breaking issue and noticed button formation appeared tighter than expected. Upon review of our database it was determined that we were using an incorrect die DP0902200H1R1.5-9YA4 and should have been using DP1102200H1R1.5-1YA4 . Henrob engineers contacted their Joining experts and stated there is no reason for alarm and that we are within specifications for a good joint. They are however doing some testing for us. VO engineer Jared Eudier has been notified and asked for advice moving forward. He has all the pertinent information and will contact us as soon as possible. Digging through our downtime database I found that the first instance of a reported die breakage was on 16 Oct. 2018 this is corroborated with downloaded change log data that I have on a thumb drive. 
 
6X20R-2: Node I/O mismatch faults. Swapped magazine to get the I/O block
 
6Y180-2: Screws jamming in gun. Swapped gun
 
7K40-2: Screws jamming in gun. Swapped gun. 
 
Between shifts:
 
6X80-3: Replaced poke-yoke and die
 
6X20-2: Swapped magazine
 
6Y180-2: Works package on gun 2 and put back into action
 
 
 ",,,,\n\nParts:,,,
1009,8/7/2019,C,B,0,;;;top10m.pdf;top10s.pdf;after1.jpg;after2.jpg;before1.jpg;before2.jpg,"No Issues
Hand rail on both left and right sides of sta 130 closures 2 have been installed.   Ready for paint.   ",\n,"Snyder ? C-Crew ? 8/7/19
#1 ? 8Y-120-04 ? Feed fault ? 2x for 39min ? Call was made to swap GBSD. Majority of downtime was due to miscommunication resulting in PF not showing up for quite some time. Once GBSD was swapped no more issues.
 
#2/#3 ? 6X-20-04 ? Pusher back/Pusher not retracted ? 4x for 28min ? Pusher binding up in feedstick. TMs and PFs replaced feedstick.
 
#5 ? 6Y-180-02 ? FDS ? 1x for 18min ? Gun #2 didn?t last long. When I got there they were already in process of swapping to gun #1 but it wouldn?t pass an offset. Adjusted analog depth sensor. We were able to get offset and run. Gun #2 still needs follow up?I got tied up in the met lab. ELs are saying it isn?t advancing forward.
 
#2 ? 7G-70-R01 ? FDS ? 1x for 51min ? Brooks sent a few too many screws and was not sure how to recover. I couldn?t get over there for quite a while and he waited?had TMs come clear jam.
 
#4 ? 5C-10-01 ? Feed fault ? 1x for 38min ? Punch bent and got jammed in nose. TMs came and replaced punch, GBSD and nose. During this the home offset was lost so we kept getting double rivet faults. Also found rivmon was taught to some dry fires. Coached the EL, re-homed tool and then had to re-teach rivmon.
 
Spent majority of my night looking for a unit, cutting it apart, cutting the pieces further and cross sectioning.
 
6Y-180-02 - On gun #1. Being told gun #2 is not advancing. Faults seem to show step 2 max time. Generally a signal issue. I didn?t get to dive into it.
7K-40-R02 - On gun #1. I am sure it?s the same thing as yesterday. Step 7 depth can be opened up if needed.",,"Spent approx. 4hrs going around getting T shirt sizes, picking up T shirts, then handing out T shirts and fair tickets.  All maintenance C crew trades that were working last night has their shirt and fair tickets!
 ","Recognized Shawn Vessels, Tony Hill, and Brian Haun for exceptional efforts in completing important safety guardrail for closures.","\nInstalled hand rail on both sides of sta 130 closure 2.  Separate note sent with pictures.
Replaced motor on Big Ass Fan at CC26.6\nParts:",,,
1010,8/7/2019,D,A,0,IMG_7101.MOV;5C Rear Door Sub STA 210.pdf;6x80r84D.pdf;;mainline.pdf;Subs.pdf;68658133_1171593426361832_5322055986934972416_n.jpg;9C210-1 Crack.jpeg;9C210-1 repair.jpeg,No Issues,"\nMain #1:    6Y-180 in position faults.   Replaced versacoder,  no improvement.   Moved the versacoder east between shifts to better align with locating pin.   Ran several jobs with no issues.   If problem persists you may want to increase the encoder set point to align pallet position even more with the locating pin.","Semelroth-
9C230-1W: Nut feeder jamming at escapement several times. Cleaned /polished escapement and replaced short tube. 
 
9C250-1: Emhart drawn arc stud welder mysterious faults thought to be electrically induced. Cleared maintenance buffer to get it running in auto the first time then returned to find the pendant in a software update screen with no exit but cycle controller power or update software. Chose the cycle controller power option which turned out to be a solid choice. 
 
9A40-2: Head not back faults after each cycle. Aligned and lubed Weber screw gun. 
 
6X40-1: Feed faults. Swapped GBSD
 
8F110-2: Feed faults. Swapped GBSD
 
5C210-1: Several attempts at adjusting hem adhesive path to correct excessive squeeze out led us to find 2 large cracks in the end effector, see attached pics of crack and repair.  Spoke with production team and determined that the best course of action would be to switch over the LH SWB models and fix the end effector at the end of shift. That was a poor choice. Stripping the line and attempting to get it back in auto proved to be disastrous and extremely difficult. Called in air support early on and had all available resources working to get the line running again. See 4d from Mike Rodriquez. 
 
Between shifts. 
5C210-1: Repaired RH SWB Ford end effector and touched up programs. 
 
Hemmers and date stamps. ",,Standown training- Three left that were in training today. I have emailed all three to review SPL tomorrow on my desk. B.Hanna,"","\n5C-210-R01 - Robot end effector had cracks in it's square tubing.  The area which failed is being reinforced with a gusset.  See 4D
 
Turck switch malfunctioning on fixture A of hood line. Dougan bypassed it in logic. New switch was ordered and should be here by the end of the week. \nParts:
 
Holt on Framer 2.
Mattingly on Pallet to skid.",,,
1011,8/8/2019,C,A,0,;;;top10m.pdf;top10s.pdf;IMG_20190807_175055_099.jpg,No Issues,\n,"Snyder ? C-Crew ? 8/8/19
#1 ? 7L-40-L03 ? Min force ? 8x for 19min ? Faulting on a few spots because force was just outside of minimum force window. Adjusted minimum force window. No more issues.
 
#2 ? 9B-250-06 ? Stud weld faults ? Had a few more issues out of gun #1 after the startup fiasco. Mainly stud not making it to the head. Exercising the backup gun currently. Will go through primary with a fine tooth comb this weekend.
 
7K-40-R02 ? Adjusted step 7 depth. Back on gun #2 and running.
 
6Y-180-02 ? Swapped over to gun #2 to see what the problem was. Gun was hesitating when spindle advanced was fired. Went in and manually valved it and it hesitated again. Valve also would not go fully to open position. Swapped valve manifold on gun and ran jobs to verify. Seems to be working.
 
All Webers on gun #2.",,,,"C61VL10 - Encoder head cord damaged from over travel bumper stops.    The head was replaced.  During lunch we had an electricain tie back the slack.  Also, there is a yellow warning banner that populates when the cell is functional but the message prompts for the enable outputs to be pressed to regain motion.  I think we can take that same logic that creates that warning and tie another coil to it which would cause the enable outputs to run the flashing logic so it makes it more visible.  
 \n\nParts:",,,
1012,8/8/2019,D,A,0,;8Y100-5 08-08-2019.pdf;Vertical Lift 10 4D.pdf;;A-crew 080819 Main FIS.pdf;A-crew 071619 Sub FIS.pdf;,No Issues,Began getting rail encoder faults on HL#10 at AA-39.   Found the connector on the versacoder had been damage.   Replaced the encoder and restarted to run.    Watched the elevator run and discovered the versa coder cable was getting dangerously close to the upper stop bumper.    Rerouted the cable and applied a tie wrap to keep the cable clear of the stop.    Ran several hour more with no more issues.\n,"Semelroth-
9B250-6: Weld faults as soon as my dayshift electrician arrived. Inspected stud head finding nothing interesting so we performed a PM on gun 1, cleaned all grounding blocks and set up to run the primary gun.  Started running primary gun and it was noted by the dayshift electrician, ''That don't look right but it sure is pretty''. Gun was making a brilliant bluish green firework display when welding. Magnetic ring collar was somehow not installed after cleaning the gun. This cleared up after proper installation of all parts. 
 
6X40-2: Invalid ABS position fault. Found home to backstop at 3.422. Swapped setter. 
 
8Y100-5: Nose swich faults. Plan was to swap GBSD but could not get it to pull off punch. Disassembled GBSD and removed setter with remaining pieces of GBSD attached to it. Installed rebuilt setter and GBSD. Homed unit then attempted to calibrate but faulted with warning to remove rivets from nose prior to calibrating. Found punch had moved forward into nose flagging nose switch. Attempted process over again and achieved same results. Pulled GBSD and rear cover to investigate finding nothing out of the ordinary. Reassembled and achieved same results. Stopped repeating history and Removed rear cover to manually drive punch toward backstop to clear switch and then calibrated.
 
5C210-1: Adjusted hem adhesive path on LWB RH RR door to reduce squeeze out as requested by production process coach. Same end effector as used by SWB RH RR door. 
 
8X30: 4 Structural adheisve stations that were changed over to 576 purple adhesive swapped back until we can complete conditional certifications. Systems were swapped but not purged so we'll see whatever purple and orange make. Maybe one of you younger engineers or coaches can ask your 5-7 yr olds that should have this formula fresh in their minds. 
 
Between shifts: 
Rebuilds in the shop
Hemmers and date stamps 
8X70-1: GBSD
 ",,,,\n\nParts:,,,
1013,8/9/2019,C,B,1,;;;top10m.pdf;Top10s.pdf;,"ECPL Refresher for Ron Brooks.
Submitted 16 certificates for Blood Borne Pathogen Training.",\n,"Snyder ? C-Crew ? 8/9/19
#1 ? 6X-20-02 ? Pusher not retracted ? 9x for 52min ? Wasn?t until around lunch I found out the EL had been limping this tool along all shift. Tool faulted just before lunch so we went in and swapped out the feedstick. After lunch it ran a few jobs and faulted again. I had the TMs go and replace the nose. The insert looked twisted and you could see it was rubbing the pusher. They replaced the feedstick again while replacing the nose. No more issues rest of shift. Monitor.
 
#2 ? 6X-180-03 ? Feed fault ? 6x for 34min ? Right at beginning of shift feed faults began. Tape was chewed up bad from what appeared to be over pull. Called TMs and PFs to swap GBSD. Swap was completed. Ran for a bit but then began to fault again. I called PFs back over to turn sprocket pressure down slightly. This did not help. Called TMs again?they did not have another 154 GBSD ready. They adjusted the nose switch housing and we limped it along while they finished up the rebuild on the GBSD. Once it was done we swapped it again. No more issues.
 
#3 ? 8Y-10-05 ? FDS ? 3x for 27min ? Bit was obliterated and jaws broke. TMs came and replaced bit and head. No further issues.
 
#8 ? 7L-40-L03 ? Clinch min force ? 4x for 19min ? Same issue as yesterday but different spots. Wipe gun off and adjusted min force tolerance. All parts checked were good.
 
6X-180-01 ? Nose switch fault ? 1x for 5min ? Gun was shot gunning and nose switch was staying on. Punch sticking upon retract. TMs came and replaced punch along with GBSD and nose.
 
#3 ? 7G-70-R01 ? FDS ? 1x for 27min ? Screw got lodged in the head sideways. TMs had to come and swap head. Took other head back to shop to disassemble and remove screw that was stuck.
 
If the ELs aren?t using their radios (most don?t) can we take one from the locker and give it to the pipefitters? Sick of hearing the radio excuse.",,,,"Appears a pallet hung on the belt guard on PRB#13 in the pallet farm and broke two belts damaged three driven rollers.  We only had one spare roller on hand.  So we placed the one new roller between two bad rollers and have left the guards off for now.  We could use 4-6 driven rollers just for the bottom section of the pallet farm and at least 2 more upstairs.  They are $2300.00 ea.
 
Hand held Stanley nut runner gun failed on rear doors sta 50.  Was getting intermittent transducer faults.  We did not have any.  Got one from DC tools.
 \n\nParts:",,,
1014,8/9/2019,D,C,3,;CT174D.pdf;;C-crew 080919 Main FIS.pdf;;,No Issues,B2R1 cross transfer 17 ITR relay tripped 3 times.    One of the control wires broke off in our hands and has been repaired.   Each time the relay tripped the fault reset  did not clear the fault.   The ITR contact had to be actuated to break it free.   Could not find a direct replacement relay.   The shutdown timer for the cross transfer was too short causing the converyor to stop and start for every unit transfering.    The timer has been adjusted so that the conveyor will only shutdown when it is backed up.     Millwrights checked the conveyor out between shifts and found no real issues.    Tightened the take-ups a little.   A solid state jam relay has been found and should be installed at the next opportunity.   Gave the relay to night shift.\n,"Semelroth-
9B250-6: Gun faults. No stud on work. Stud did not get to it's stick out position and somehow with no manual intervention shot 6 more studs behind it. Hmmmm.
 
5J210-2: Nose switch faults. Swapped GBSD
 
8Y100-5: Feed faults. Swapped GBSD and punch. Tape was overpulling again, lowered the pressure twice starting at 40psi and ending at 37psi. 
 
 
Between shifts: 
Rebuilds
 
Hemmer and date stamps. 
 
6Y180-2: Gun jammed full of screws. Partial disassembly, lube and alignment. 
 
7K40L-4: Gun 2 replaced guages on GBSD damaged after tape barrel relocation.",,"ECPL Refresher Training completed:
M. Klefot
A. Holt",,B2R1 CT17 Jam fault.  Looks like one of the contacts on the ITR had tripped the fault.  There are 3 ITR's in this panel so we actuated each one and then was able to reset the fault.\n\nParts:,116 - Repaired broken chain on trailer lock.,,
1015,8/10/2019,A,B,0,;6X-180-01_8-9-19.pdf;;top10m.pdf;;,No Issues,"Robot 6W40R-07 mis-picked from the conveyor, electricians manually help locate the part to the end effector, then all the shift registers for the robot, fixture 1 and conveyor 3 got out of sequence.  Took some time to get everything right and back in sequence.  Happened at the end of the shift so was not too painful.   They said carrier #2 is a repeat offender but by that time it was loaded and the conveyor was full.
 
Rear door line 5C50R-04 damaging right, long door inners when picking the inner from the turn table.  There are 3 pins on the end effector and all three were not lining up with the three holes in the part.  Electricians attempted to touch up the program.  Made it somewhat better, not damaging doors anyway.  Then production switched to right short doors.
 
Another Stanley nut runner controller failed.  This one was on robot 4D190-R2 nut runner #2.  Replace the Node controller and FRACAS?ed the failed one.  
 
 \n","Snyder ? A-Crew ? 8/10/19
#1 ? 6X-180-01 ? Nose switch fault ? 1x for 36min ? Punch shattered and was stuck in nose. TMs called to replace punch, nose and GBSD. Fragments of punch were stuck up in the setter which required the robot to be moved to fish out. Once the punch was out we installed a new punch, nose and GBSD. No further issues.
 
#6 ? 8Y-40-06 ? Head too low ? 1x for 12min ? Die broke off at stem. Faulted right away and EL stopped before it did any more rivets. TM came and installed new die.
 
7X-20-R01 ? Nose switch fault ? 1x for 5min ? EL kept tool limping by feeding fresh tape and resetting. At lunch we went in and swapped GBSD and nose.
 
TMs worked on rebuilding GBSDs.",,,,"\n\nOrdered 6 driven rollers for the pallet farm roll beds.  $14,000.00
Ordered motor for roller flight #19.  $700.00",,,
1017,8/10/2019,B,C,0,;5C Rear Door Sta 50 R04.pdf;;;;,No Issues,\n,,,,,5C - Rear Door STA 50 R04 - See 4D\n\nParts:,Door Repairs:,,
1018,8/11/2019,A,,0,;;;;;Weekend 8_10_19.xlsx,Added safety cables to 14 fans along closures and door line.,\n,"Snyder ? A-Crew ? 8/11/19
TMs worked on PMs.
 
TMs completed both front and rear door end effector inspections. No issues found during inspection.
 
TMs worked on rebuilds.
 
6X-60-02 ? PFs went to replace primary and backup feed tubes. Ended up finding the IGUS dressing was broken in a few places. We found a complete dress package on the shelf near the pumpable storage. Installed an all new dress. Ran units to verify and found no issues. Also ran robot through gun swap programs to ensure nothing would get crushed or in the way during a gun swap. Good to go!
 
Semelroth-B-Crew-8/11/2019
5C450-4: Touched up programs for pick and drop at turntable RH inner door
 
Ken and Orville are proofing the FIS swap list to the stickers on the Henrob Cabinets. 
 
See attached FIS Swap list for work completed. 
Start up issues. 
 
6X20-6: Mag swapped due to escapement issues. 
 
6X180-6: Feed faults, GBSD Swapped
 
6X180-5: Feed faults, GBSD Swapped. (This was swapped on the FIS list as well)
 
 
 
 
 ",,"Complete Bloodborne Pathogen Training for Joshua Ball, Roy Drake, James French, Gary Gillham, and Chris Livers.",,"\nMW replaced Philedelphia gearbox and motor on the mezzanine. All work was completed safely. New chain has been oiled.
 
EL's cleaned lines
 
PF and MW worked on PM's for this week and next week.
 
CPU-B22 Panel Tail Gate Install replaced the motor starter # 4370M?s 7T1 heaters per IR PM
 
Inspected C01 and C06 lifter belts.  All good
 
Replaced primary VFD for B42 pallet farm HL1.  Currently running on primary VFD
 
Front and rear door line additional CRW's are both online and functional
 
Installed a NAT router in the C06 panel
 \nParts:",,,
