LetterID,Date,MaintCrew,FTOV,NearMissCount,PMsCompCount,SPLsCompCount,Safety,Joining,TopXActions,Breakdowns,EquipFailures,Failure_Description,EquipRepairs,FollowUp,Notifications,Training,Recognition,Enviromental,MetalUnits,Metal_Hours,MetalJPH,Framer_Units,Framer_Hours,FramerJPH,Underbody_Units,Underbody_Hours,UBJPH,TopXMain,FourDs,TopXSubs,Attachments,SPLs,FRACAS,FRACAS_Attachment,ManningMaterials,UNDERBODYMAINSEG1,UNDERBODYMAINSEG2,UNDERBODYRESPOTSEG2,LHBODYSIDEINNER,LHBODYSIDEOUTER,LHBODYSIDEMARRIAGE,RHBODYSIDEINNER,RHBODYSIDEOUTER,RHBODYSIDEMARRIAGE,FRAMER,FRAMINGSEG2A,FRAMINGSEG2B,FRAMINGSEG3,FRAMINGRESPOTSEG4,PALLETTOSKID,CLOSURE1,CLOSURE2,U-MODELTOPAINT,UNDERBODYMAINSEG1CNT,UNDERBODYMAINSEG2CNT,UNDERBODYRESPOTSEG2CNT,LHBODYSIDEINNERCNT,LHBODYSIDEOUTERCNT,LHBODYSIDEMARRIAGECNT,RHBODYSIDEINNERCNT,RHBODYSIDEOUTERCNT,RHBODYSIDEMARRIAGECNT,FRAMERCNT,FRAMINGSEG2ACNT,FRAMINGSEG2BCNT,FRAMINGSEG3CNT,FRAMINGRESPOTSEG4CNT,PALLETTOSKIDCNT,CLOSURE1CNT,CLOSURE2CNT,U-MODELTOPAINTCNT,StartCardAudit,STARTAuditCount,Weekend_FAS08_Issued,Weekend_FAS08_Completed,Weekend_FAS08_%,Weekend_Joining,Weekend_Joining_Issued,Weekend_Joining_Completed,Weekend_Joining_%,Weekend_Cost,Weekend_Delivery,Weekend_General_Issued,Weekend_General_Completed,Weekend_General_%,Vendor,Weekend_PM_Issued,Weekend_PM_Complete,Weekend_PM_%,Startup_Issues,DoorRepairs,ProdShift,Dimensional,Future_00,Future_01,Future_02,Future_03,Future_04,Future_05,Future_06,Future_07,Future_08,Future_09,ProdTime
553,11/28/2018,A,0,0,0,0,Secured loose cable tray covers at LH body side outer,"DS-
7X30L-4: Double rivet fault. Found 3 rivets in nose. Has not reocurred, we though there may have been a communication issue because of the coinciding PLC faults. 
 
8A140-1: Nose switch faults. Swapped GBSD and nose. 
 
7G10R-3: Stud not trapped faults. Swapped feed head and sent message to Steve Kamiski(Henrob) and Jared inquiring about our modified punches. No response. 
 
8A100-6: Adjusted structural adhesive path that was skipped/missing by raising program 4mm. Part was dragging through the mud. 
 
5J200-2: Adjusted Hem adhesive to correct boilout condition on Ford liftgates on the LH side of the license plate bracket area per concerns identified in paint. 
 
7G70R-1: Adjusted timer in Fanuc robot to giveWeber gun more time to complete the screw process. Monitor for head not back faults. 
 
Between shifts: 
 
7G70R-1: gun 1 Swap head assembly and adjust floating head closed by a 1/2 turn. 
 
PM's",,,,,"Repaired a cowl/dash rack.
 
Repaired post at BB37.
 
Lots of nuts not torquing out on the LH Liftgate hinge.   Touched up robot programs well before lunch, Lincoln long and short and Ford Short..   Much better now.   Root cause unknown.   Original robot programs were saved with an X tacked on as a prefix.
 
Were getting connect faults on 7K-30-1 LH body sides.    Replaced the encoder cable thru the CAT track to resolve.
 
Programmed the fault reset on the B32 panel to reset the over travel in the down position for elevator 10.    It is conditioned with overtravel lower not tripped.   
 
 
 ",,R. Koontz and B. Utley have been removed from the MSS list.,,,,,,,,,,,,,,,,,,,,Dave Alvey is covering door line for Terry Ettel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
554,11/28/2018,B,0,3,0,0,No Issues,"8X-040-02: Mis feeding rivets damaging the tape.  Changed GBSD and nose.
 
7G-010L-03: Stud not escaped 5 times, stud getting stuck behind the escapement, not sending a stud, and stud falling back to the escapement.  Clean and PM escapement.
 
Nights – Snyder
#3 – 8X-40-02 – Nose switch fault – 2x for 15min – Nose switch sticking on. Swapped GBSD. From what I understand this was swapped on afternoons not too long before I got here. And I believe it was swapped last weekend. Will monitor closely to see if its just poor rebuilds or something wrong with the tool set-up.
 
#4 – 7X-30-L04 – Tool change communication faulted – 5x for 15min – Seeing these faults still which then are followed by double rivets. Cleared rivets from nose. ELs had a robot side ATI module so they started swapping that. Swapped tool side between shifts. Monitor.
 
#10 – 6X-20-17 – Head too lo2 – 6x for 11min – Adjusted end distance nominal.
 
5B-210-01 – Broke an adhesive nozzle tonight. Still attributing this to reworked door skins.
 
7K-20-R06 – Setter swap – Swapped setter for blue setter for 1MC PM. GBSD was also almost due so we swapped that as well. First rotation 9122 will need to be verified by inspectors.
 
UB pull-out lift – Lift release cable is frayed and will probably snap shory. Did not get around to locating millwrights to work on this tonight. If you got time please have someone check it out.
 
EL did not report any head not back faults tonight. Will continue to monitor.",,,,,,"Night shift team leader for the moon roof operation would like to know what happened to the stand that held the moon roof rings that was located at the operation between V33 and W33.  Says it was there Tuesday, gone Wednesday.  Also the wooden floor has been damaged where the stand was removed and tubing installed and will need to be repaired.  
 
Cross transfer belt squealing at V27.  Millwrights and pipefitters to inspect and grease as needed after shift.  
 
 ",,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audited James French.  He has a START card.,1,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
555,11/29/2018,A,0,2,8,1,No Issues,"DS-
7X30L-04: Head too high. Double rivet, checked nose found nothing in it, found double rivet on the job. Put back in auto, no further reoccurrences. 
 
8X40-2 Feed fault. Restrung tape. 
 
8G430--1 Gun 2 Feed faults. Swapped GBSD
 
7G50R-1: During clear screw at nose both robot side modules were damaged because the cables hung up. Replaced, we need to try and recreate this situation to determine a fix. Follow up required. 
 
6Y180-1 Burnt up bit, swapped guns, replaced bit, swapped back later. 
 
Between shifts: 
 
7G50R-1: Attempt to recreate situation and find smoking gun on ATI module damage. 
 
PM's",,,,,"Repaired tubing on the floor at S29.
 
Removed riser for roof ring rack at the moonroof job.  Installed tubing on the floor.  Safety concerm.
 
We had to tighted down parts stands at N22.
 
Lagged down loose risers at B33.
 
Assisted J. Shelton getting new cabinet into Harness Crib.
 
We picked up two new torpedo heater from the ad building and set them up at door 110.  One of the new heaters won't work.  We are checking it out.  May have to refund it.
 
Put all of the cables going out to the end-effector of robot #1 through the ringer.   Could not cause the comm.  Fault for Block #1.    End-ed up changing out the Turck Block for block 1.",Millwrights are lined up to put the cable on the hoist at the end of Underbody.  They are also lined up to replace worn out  rubber in the parts bin at 7B fixture in the Blue Tool area.,M. Farris went to medical for Asbestos.,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C. Hatcher - OK
P. Frank - had to give him one additional card
J. Steffes - OK
J. Shelton - OK",4,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
556,11/29/2018,B,0,0,0,0,No Issues,"7G-050R-01: Follow up, EL removed the screw from the head so the Weber would fault.  The corrective action on the Weber was ""clear screw at nose"" With the robot slowed down to 20%.  EL used the menu on the teach pendent to clear screw at nose.  The robot stepped each of the remaining screw positions and moved to clear the screw over the bucket.  Next return to the part and inserted all the screws in the part.  After the robot completed the part the robot went to the Maintenance position instead out going to the Home Position.  The cables on the ATI may have been hit by 7G-080R-01 while it was going to the maintenance position.  EL modified the Maintenance position.
 
6Y-180-01 Gun # 1: Burnt up a bit, replaced bit.
 
6X-170-02: Missing die, found that the die was broken at the stem.  Replaced the die and hardened plate under the die.
 
7K-040R-02: Friction torque in positive direction exceeded,  Found the connection on the transducer was loose.  Tightened the connection and no more issues.
 
8G-300-02: Feed fault, Blew out the GBSD and adjusted the tape and verified the punch was tight and good conition.  Later Changed GBSd and nose.
 
8Y-120-04: Feed faults and nose switch faults, Changed GBSD, nose and found punch chipped.  Inserted one rivet and fault with a feed fault and a crunch sound.  Changed punch, GBSD and nose a second time.
 
Nights – Snyder
6X-170-02 – Follow up – Heard die broke today. Never had an issue before… We swapped this die this past weekend and now we broke one. I suspected poke yoke was missing. Shonufff…poke yoke was gone. Must have been beaten out with a hammer when they removed the die. Luckily we had ONE in the cabinet in the shop. Stores shows a balance of one. Poke yoke installed between shifts. Gave a speech to all night shift TMs ensuring they understanding a poke yoke is required to be on all dies and if it comes out when they remove a die it needs to be re-installed. Same discussion needs to happen with the other shifts. Also probably should do a audit of the shop during shutdown to check for missing poke yokes.
 
This Day in POP History - Michael Jacksons ""Thriller"" was released.
 
 ",,,,,"Replaced ethernet cable on right body sides robot 7L50R-06 between I/O blocks","Need an SMC cylinder for the nut feeder escapement for rear pan at S31.  CDQ2A32-40DZ.  It s not a stores item.  
 
5B30R-03 on the front door line is getting occassional I/O faults.  Probably need to replace ethernet cable from robot arm to I/O block too when time allows.",,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
557,11/30/2018,A,0,11,4,2,No Issues,"DS-
8G300-2: Feed faults. Swapped GBSD and nose
 
7G70L-1: Step 7 max depth exceeded faults. Wrong foot installed then snowballed into parts not being screwed, couldn't get it to perform an offset, half built parts falling out of the end effector. Installed correct foot, performed offset, cleared line. 
 
Between shifts: 
8C10-1W Disassemble, polish and clean escapement in nut feeder.",,,7X-20R-10 broke the gun 1 broke the tool changer plate today.  Scavenged one from front ladder and modified the robot program to not call tool change while finding a replacement.  Installed new plate at front ladder and proved out the tool change.  Everything is back in original condition.,,"UB S070FX1 103 SWB PP Not On was mapped to the incorrect fault banner and indicator on the fixture fault screen.  The fault was actually caused by the COMMON part present still being on.  Corrected logic.
 
M/W's completed patching rubber in the parts bin on the B-Pillar fixture at the Blue Tools.
 
M/W's completed replacing frayed pin release cable on the hoist at the end of the Underbody.",,J. Steffes attended Lifting and Rigging class.,,"We received two new torpedo heaters and found one of them right out of the box wouldn't work.  S. Cleaver, T. Clements, and C. Lowery would not stop until thet found the problem with the new unit.  They eventually found the vacuum tube to the vacuum switch had some interference and the unit didn't recognize the fan was running.
 
DS- Recognized Joe Tutwiler and Tim Zinkan for their extraordinary efforts locating an ATI toolchanger part in the Front ladder line that could be used until we found a replacement without interupting production for an extended period of time.",,,,,,,,,,,,,,,,,,"R. Wood sent me a text for a day off.
K. Fackler called in for a personal day.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
558,11/30/2018,B,0,0,0,0,No Issues,"6Y-180-01 Gun 1:  Burnt up bit,  found that the jaws was damaged.  Replaced bit and head.
 
8C-010-01: Cleaned and PM escapement.
 
9B-270-01: Broken Tox die, replaced die.
 
8X-070-03: Nose switch faults, Changed GBSD and Nose.
 
7G-010L-03: Stud stuck in the tube fault, found a stud stuck in the stud head.  Cleared stud from the head and blew out the tubing and cleans escapement. 
 
Toolmakers Changed Date Stamps.",,,,,,,,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
559,12/02/2018,AB,0,0,44,0,No Issues,"SWAPS 
Setters Changes for Million Cycle PM
5C-030-02: Setter, Punch
7A-030R-01: Setter, Punch, Nose
8Y-110-03: Setter, Punch
6X-160-03: Setter, Punch
6Y-110-05: Setter, Punch
 
Die Changes for 500K PM
5G-020-03: Die 
5C-030-05: Die
8Y-040-06: Die
7X-020R-03: Die
6X-020-05: Die
6X-190-05: Die
6X-140-04: Die
 
Feedstick/GBSD Changes 300K PM
 
8Y-100-04: GBSD, Nose
8Y-040-04: GBSD, Nose
8Y-080-01: GBSD, Nose
7X-030R-03: GBSD, Nose
6X-020-01: Feedstick
6X-100-03: GBSD, Nose
6X-180-05: GBSD, Nose
6X-080-04: GBSD, Nose, Punch
 
Magazine Change 400K PM
6X-020-04: 5+ Magazine.  Robot forced to the dock magazine full of rivets.
 
 Webers not on Gun # 2:
7K-030L-05
7K-040L-08
 
Nights – Snyder
All Webers on gun #2 for December and running well thus far.
 
TMs completed the weeks PMs and put a large dent in upcoming weeks PMs.
 
Changed date stamps, cleaned hem dies and rollers.
 
Worked on prox switch bracket in front door line.
 
Created and distributed Henrob Die Poke-Yoke SPL to night shift trades. They have signed a sign-in sheet acknowledging they receieved the information. Additional copies are on my desk to be distributed to other trades. Please have them sign sheet as well.
 
 
 
 ",,,"Discovered an issue in underbody shortly after start up when we had an AVS/ shift register mismatch on lift table #5 in the pallet pull out area.  Found the underbody decoupler was inadvertently placed in straight thru mode while it held loaded pallets.  This most likely happened Friday night after production.  We had 4 underbodies out of sequence with the rest.  Skipped AVS forward to clear the faulted unit on lift table #5 and run them, and released the bypassed underbodies from the decoupler.  Then skipped the AVS backward once the out of sequence underbodies arrived at lift table #5.  Once they were thru, skipped AVS back forward to match in the next correct unit in sequence.  The body sides for the out of sequence underbodies were built.  Ed Dohn, team leaders, and joining inspectors removed the out of sequence body sides from the carriers on the body side conveyor and set them aside.   Ran and decked the body sides for the next units in line.  When we were ready for the four out of sequence underbodies,  we release 4 empty carriers to the conveyor and the group then placed the pulled off body sides onto the empty carriers in the correct sequence.   Electricians then matched the shift registers and tags up at the conveyor unload stop.  It all worked well.  This all took a team effort, especially from Ed Dohn.    Logic changes will be made Sunday night to the underbody respot decoupler and underbody main decoupler so they cannot be placed in straight thru mode while containing loaded units.   Unless the units are empty pallets or damaged units.           
 
 ",,"Welded the unload racks locating pins in place at 7G
 
Lubricated 29 robots.  Everything south of the X aisle is complete.  Completed closures and hood line this weekend.
 
Replaced the Leoni umbilical at 5C-30-3
 
Casey Fadden worked on Henrob warranty work removing paint from the ends of the roller screw tube.  Said he has 8 left to do.
 
Millwrights installed 4 risers at CC31.
Installed high bay guard rail at M25.
Repaired expanded metal guard at X20.
Installed single guard post at R23.
Removed risers and installed tilt tables at U16 and U19.  Tilt tables still need to be piped up.   
 
Electricians cleaned up the DirecTV installation in the DD39 break room
 ","Front Door Line 5B-200-1 Hem Adhesive Nozzle change.
Pipefitters changed the Hem adhesive nozzle to a spring nozzle. Robot programs have been touched up, but the hem adhesive wet out needs to be verified.
 
The following Robots had Setters changed this weekend.  They will need to be verified.
 
5C-030-02: Setter, Punch
7A-030R-01: Setter, Punch, Nose
8Y-110-03: Setter, Punch
6X-160-03: Setter, Punch
6Y-110-05: Setter, Punch
 
Webers:  That need to be changed to Gun # 2 are:
7K-030L-05
7K-040L-08
Rest of the Webers on Gun # 2","Pool painters completed most of the B. Miles painting list
 
Removed water cooler from the Kolene building and set it at the team room at GG29.  Why did we do this?
 
There was an issue shuttling the framing gate.  Gate position shift registers were off due to an issue with the RFID transceiver.  Cycled power on the module and fixed the register via PLC.  First job through gate #2 (Lincoln gate) is 0202.  Notified Steve Anderson.
 
Ran Cat6 for 7 shop network data drops
 
Assisted Ramone from VO getting measurements on the Lincoln hoods before and after hem.
 
 
 ",,"Like to recognize Ed Dohn for his help in getting the body sides and underbodies back in sequence in framer after we got them out of sequence in underbody.  The right side framer 1 team leader and all of the framer joining inspectors for helping out.   Also Jeremy Mattingly, Jim Caphart, Mark Smith, and Joe Thompson were very helpful as well.      
 
 ",,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
560,12/03/2018,A,0,1,4,0,No Issues,"DS-
5J200-2: Adusted hem adhesive for boilout efforts in paint. 
 
6X20R-1: Wrong rivet/pusher not retracted faults. Cleared rivets and tightened loose airline that may have been contributing. 
 
8C10-1W: Binding in both the forward and retracted positions. Adjusted detented set screw in the nut feeder escapement that prevents the nut from sliding back after it's pushed forward. Seems to have been adjusted out a lite too far and would explain catching in both the forward and retracted positions. 
 
7L40-3: Min. Force fault. Verified X-dimension and adjusted tolerance. 
 
5B40-3: Feed faults. Adjusted nut at collar and loosened clamps holding tube for tape cut that are clamped around setter. 
 
6Y110-5: Nose switch faults. Swapped GBSd and nose. 
 
Between shifts: 
 
8Y40-5: Setter 250032 and punch 11131
 
8Y50-3: Setter 250032 and punch 11131
 
Details for David Aldridge Cost savings project
 
 
 ",,,,,"We repaired an out of postion rack loading pin at the exit on Lefthand 7G.
 
Repaired door 120.",Righthand 7B - the Toolmakers are in process of replacing a broken part ejector shaft.,M. Jackson attended AED/CPR class this morning.,,,,,,,,,,,,,,,,,,,,K. Whitmer is assigned to the Hydroform.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
561,12/03/2018,B,0,0,0,0,No Issues,"Between shifts: 
 Setters changed
8Y40-5: Setter 250032 and punch 11131 
8Y40-6: Setter 250032 and punch 11131
 
8X-070-03: Feed Fault, Changed GBSD and nose, found that the die was loose tightened set screw for the die.
 
Nights – Snyder
6X-20-05 – Nose switch fault – 1x for 45min – Setter failed at 730k cycles. The inner clamp tube was completely broken free from the actuator. Replaced setter and punch. They went on lunch pretty much right as it went down so no production was lost.
 
6X-20-05 – Head too high – 6x for 12min – Faults from new setter. Had to teach through each model. Still may not have gotten them all. Just a heads up.
 
8Y-10-05  - Was swapped to gun #1 shory after I got here. Swapped back around 1am. Didn’t work…found bit broken. Put new bit in. Running fine now. Monitor for bit breakage.
 
Die poke-yoke list has been given to Aldridge so we can adjust safety stock set up in stores.",,,"A hard night on the front door line building right front doors.  It appears that one or more venturi’s on the robot 5B210-1 end effector 1 sometimes is slow to release.  This causes the outer skin to be buckled when loading to the sta 300 turn table.  We added a .5 sec delay to the robot program to give the vacuum time to switch off before the robot moves away.  Did this on both the Ford and Lincoln programs.  Work order written to clean or replace the venturi’s.    #A86635476.    
There is a suction cup and its mount located in the middle of the 5B210-R1 end effector that is turned in away from the door outer skin.  Anyone know why?
 ",,,,,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
562,12/04/2018,A,0,0,7,0,No Issues,"DS-
5B200-1: Swapped breakaway nozzle for spring loaded nozzle at model change. Verified path requiring program touch up. 
 
5B200: Adhesive inspection camera not functioning, electricians investigating. 
 
7G70R-1: Gun swapped to gun 2. Max time exceeded step 2 . Follow up required gun inspection and repair as required along with program touch up. 
 
6X20-5: Head too high, put in teach 100. Cube functions properly as well. 
 
6X20-13: Work order entered for Setter and punch swap upcoming weekend. 
 
8Y110-1: Work order entered for Setter and punch swap upcoming weekend. 
 
8Y50-3: Work order entered for Setter and punch swap upcoming weekend.",,,,,"8X-40-4 replaced teach pendant
 
6X-140-6 Perceptron made changes to their algorithm on the LWB models.  Area electricians have been notified.
 
8F-130-06 changed home position and rotated horn bracket counterclockwise by one hole to alleviate stretching the hose package.",,B. Utley is teaching lifting and rigging for the next 3 days.,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
563,12/04/2018,B,0,0,0,0,No Issues,"8G-400-02: Double Rivet,  Robot went in to rivet a completed part.  Back the robot up and sent to maintenance position.  The part was set to complete and removed from the fixture.  Toolmakers entered the cell to check the GBSD.  Removed the GBSD and inspected the punch and used a punch to knock out the rivet jammed in the nose.  GBSD and nose look good and was placed back on the gun.  
 
6X-040-01: Head too High, Normalized schedule 121, schedule 121 faulted 3 times.
 
Nights – Snyder
250 jobs off framer in 8hrs4min
 
#1 – 6Y-100-05 – Feed fault – 3x for 22min – First few feed faults EL tried to limp through by feeding new tape in. This did not work so we swapped the GBSD because it seemed as if the APB was not holding the tape in the nose. GBSD was at 65k. No more issues after swap.
 
#7 – 8Y-10-06 – FDS faults – 5x for 11min – Seeing some max torque step 14 and max time faults on the back end of the underbody. Hold down foot was leaving a pretty heavy witness mark on unit and screws did not seem to be centered to hole. Swapped to gun #1 to finish night out. At end of run McClure swapped back to gun #2 to touch up both programs. Swapped broken bit and brass bushing that was worn out. Ran 2 jobs fine. On gun #2 now for validation. Monitor.
 
#6 – 8E-210-01 – EE PP still made – 2x for 1hr – Torque box hanging up on pins almost every single part. This has been an on and off issue for a while. TM sanded pin a bit to create a better fit on the part.
 
7G-70-R01 - Was on gun #1. Not sure if it was followed up on but I swapped it to see. Will swap back if it gives us problems and work on it this afternoon.
 
6Y-140-03 – Work order A86652786 written for weekend setter swap.
 
6Y-140-04 – Work order A86652819 written for weekend setter swap.
 
8Y-110-02 – Work order A86652832 written for weekend setter swap.
 
8Y-110-06 – Work order A86652851 written for weekend setter swap.
 
Our shop is about fresh out of BF rivets. Fenders shut down early for it, lift gate ran out and door line ran out. I procured a few spools from 558 but we will need more for sure.
 
 ",,,Had an issue on the RH framer gate. The gate would not index into the job. We found that the encoder count was one count outside of the high limit window. Adjusted the window from 20 to 25.,,,8Y-010-06: Need to touch up the last 7 screws on LWB and SWB.  Bit appears to be slipping on the screws. -,"Sent 3 trades to medical this evening for drivers physicals and all three were sent back.  Greg Graf, Todd Dahl, and Phil Dahl.  I have them all rescheduled.  We will keep trying.  ",,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
564,12/05/2018,A,0,1,18,0,"At the Lamp Can job at JJ31, we worked two safety concerns from last night.  We fabbed a hook to pull the parts over to the operator so he doesn't have to reach into the bin so far.  Also the Carpenters are lined up to extend the wood flooring on three sides under the riser to avoid stepping off.","DS-
7A20-11: Rivet not escaped. Manually cleared and fed rivets. 
 
7A30R-1 Rivets not feeding correcy, manual pendant failed. Borrowed from another controller. Manually fed. 
 
8F115-1 nose switch faults. Swapped GBSD
 
8F120-3 Feed faults. Installed 2 rebuilt GBSD's and the nose switch would come on as soon as they were installed. Pulled punch, replaced it. Blew out the original GBSD and nose, installed and ran. Tested 138 GBSD's with 5982 noses on test bench and they functioned as expected. Further investigation required.
 
8Y40-4 Nose switch faults. Swapped GBSD an nose. 
 
7G10R-3 and 7G10L-3: Swapped punches with new style whise stop ends. Monitor. All of the new style punches are in the Blue tools cabinet and we need to gather all of the old style and lock them up for emergency use only. The new style have a flat ground into the new straight shaft and a flat on the stop to identify where to turn the punch for set screw alignment. Unfortunately you cannot see the flat on the stop to align it making it difficult to properly install.
 
8F130-6: Nose switch faults. Swapped GBSD and nose. Adjusted air pressure and tape guide. Finally noticed the setter was not extending with spring pressure and replaced it. 
 
6X60-4: Internal fault step 2. Gun is extremely dirty, follow up with thorough cleaning and electrical inspection
 
5J40-1: Touch screen is not functioning as expected. Work order entered to Replace scheduled for this weekend. 
 
8E250-1: Work order entered for Die replacement coming due by this weekend. 
 
Follow up. 
 
7G70R-1: Install gun 2 on robot, thoroughly inspect, adjust floating head, touch up all programs
 
6X60-4: Install gun 2 on robot, clean and inspect. 
 ",,,,,"We repaired a broken sprinkler line at M20.  Also replaced a leaking sprinkler head.  A work order has been written to extend the head knocker in the area to avoid this problem in the future.
 
We replaced a worn out sprocket for the speed up rolls at BB37 rollerflite 31.  A work order has been written to replace the large 72 tooth drive sprocket and weld up the broken track in the same area.
 
We tightened down the light screen towers at the end of Righthand 7G.
 
At U25 on the backside of the Framer Respot, we put the cable on the floor in the overhead tray basket, also picked up 2 piles of crap on the floor.",,B. Collins (3:30pm) and L. Mejias (3:00pm)are scheduled for Medical tomorrow.,,,,,,,,,,,,,,,,,,,,R. Wood called and asked for a personal day.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
